gpt_metric,other,r,p_raw,n,p_holm,q_bh,sig_holm,sig_bh
visual_appeal,asp_assessment_alignment,-0.1776,0.1823,58,1.0,0.4933,False,False
visual_appeal,rev_slides_sufficiency,-0.0627,0.64,58,1.0,0.8862,False,False
visual_appeal,rev_textbook_dependence,-0.1252,0.3491,58,1.0,0.7135,False,False
visual_appeal,rev_external_resources,-0.0202,0.8803,58,1.0,0.9744,False,False
visual_appeal,rev_prerequisite_struggle,0.0566,0.673,58,1.0,0.8945,False,False
visual_appeal,rev_pace_pressure,0.0923,0.4909,58,1.0,0.8033,False,False
visual_appeal,rev_cumulative_review,-0.0021,0.9874,58,1.0,0.9971,False,False
visual_appeal,rev_exam_lecture_alignment,-0.0837,0.5324,58,1.0,0.8394,False,False
visual_appeal,rev_attendance_expectation,-0.112,0.4026,58,1.0,0.7375,False,False
visual_appeal,sum_conceptual_clarity,-0.2269,0.0868,58,1.0,0.3783,False,False
visual_appeal,sum_visual_grounding,-0.2133,0.1079,58,1.0,0.4155,False,False
visual_appeal,sum_example_support,-0.1976,0.1371,58,1.0,0.4468,False,False
visual_appeal,sum_organization_flow,-0.0369,0.7831,58,1.0,0.9333,False,False
visual_appeal,sum_concept_reinforcement,-0.2205,0.0962,58,1.0,0.4002,False,False
visual_appeal,sum_motivation_relevance,0.1753,0.188,58,1.0,0.5025,False,False
visual_appeal,sum_instructional_visual_richness,-0.0447,0.7392,58,1.0,0.9183,False,False
visual_appeal,sum_cognitive_load_management,0.5915,0.0,58,0.0004,0.0001,True,True
visual_appeal,sum_self_containment,-0.0226,0.8662,58,1.0,0.9702,False,False
visual_appeal,st3_complexity_pacing,0.1717,0.1976,58,1.0,0.5177,False,False
visual_appeal,st3_concept_progression,0.1241,0.3532,58,1.0,0.7135,False,False
visual_appeal,st3_cross_lecture_reinforcement,-0.069,0.6068,58,1.0,0.8772,False,False
visual_appeal,st3_curriculum_coherence,-0.0089,0.947,58,1.0,0.9873,False,False
visual_appeal,st3_integration_synthesis,-0.0657,0.6239,58,1.0,0.8772,False,False
visual_appeal,st3_prerequisite_self_containment,0.0037,0.9783,58,1.0,0.9949,False,False
visual_appeal,st3_terminology_consistency,0.1207,0.3667,58,1.0,0.7228,False,False
visual_appeal,rmp_would_take_again,0.1669,0.2419,51,1.0,0.5807,False,False
prerequisite,Lecturer,-0.0889,0.5069,58,1.0,0.8166,False,False
prerequisite,Course,-0.1369,0.3054,58,1.0,0.6624,False,False
prerequisite,Materials,-0.0645,0.6305,58,1.0,0.8772,False,False
prerequisite,Support,-0.1345,0.314,58,1.0,0.6737,False,False
prerequisite,Grading,-0.0513,0.7022,58,1.0,0.8949,False,False
prerequisite,ccr_star_rating,-0.2986,0.0228,58,1.0,0.2053,False,False
prerequisite,ccr_num_reviews,0.3304,0.0113,58,1.0,0.1317,False,False
prerequisite,ccr_student_satisfaction,-0.2955,0.0243,58,1.0,0.2058,False,False
prerequisite,ccr_challenge_level,0.3324,0.0108,58,1.0,0.1317,False,False
prerequisite,ccr_time_investment,0.3625,0.0052,58,1.0,0.089,False,False
prerequisite,ccr_attendance_importance,-0.0244,0.856,58,1.0,0.9702,False,False
prerequisite,ccr_recommendation_rate,-0.1098,0.4121,58,1.0,0.7465,False,False
prerequisite,ccr_grade_accessibility,-0.1925,0.1476,58,1.0,0.4526,False,False
prerequisite,rmp_avg_rating,-0.1668,0.2109,58,1.0,0.5324,False,False
prerequisite,rmp_avg_difficulty,0.1019,0.4464,58,1.0,0.7669,False,False
prerequisite,rmp_num_ratings,0.0531,0.6922,58,1.0,0.8945,False,False
prerequisite,asp_conceptual_clarity,-0.0216,0.8719,58,1.0,0.9703,False,False
prerequisite,asp_organization_flow,0.0572,0.6697,58,1.0,0.8945,False,False
prerequisite,asp_learning_materials_quality,0.0033,0.9805,58,1.0,0.9949,False,False
prerequisite,asp_cognitive_load,-0.0275,0.8377,58,1.0,0.9702,False,False
prerequisite,asp_assessment_alignment,-0.0669,0.6178,58,1.0,0.8772,False,False
prerequisite,rev_slides_sufficiency,0.1038,0.4382,58,1.0,0.7559,False,False
prerequisite,rev_textbook_dependence,0.0395,0.7687,58,1.0,0.9256,False,False
prerequisite,rev_external_resources,0.1088,0.4162,58,1.0,0.7465,False,False
prerequisite,rev_prerequisite_struggle,0.1044,0.4354,58,1.0,0.7542,False,False
prerequisite,rev_pace_pressure,-0.098,0.4642,58,1.0,0.7812,False,False
prerequisite,rev_cumulative_review,0.053,0.693,58,1.0,0.8945,False,False
prerequisite,rev_exam_lecture_alignment,-0.0608,0.6501,58,1.0,0.8937,False,False
prerequisite,rev_attendance_expectation,-0.0643,0.6314,58,1.0,0.8772,False,False
prerequisite,sum_conceptual_clarity,0.3846,0.0029,58,1.0,0.0602,False,False
prerequisite,sum_visual_grounding,0.2245,0.0902,58,1.0,0.3849,False,False
prerequisite,sum_example_support,0.2025,0.1273,58,1.0,0.4449,False,False
prerequisite,sum_organization_flow,0.1083,0.4185,58,1.0,0.7465,False,False
prerequisite,sum_concept_reinforcement,0.3426,0.0085,58,1.0,0.121,False,False
prerequisite,sum_motivation_relevance,-0.162,0.2244,58,1.0,0.5531,False,False
prerequisite,sum_instructional_visual_richness,0.0107,0.9365,58,1.0,0.9813,False,False
prerequisite,sum_cognitive_load_management,-0.0444,0.7408,58,1.0,0.9183,False,False
prerequisite,sum_self_containment,0.2109,0.1121,58,1.0,0.4181,False,False
prerequisite,st3_complexity_pacing,0.1797,0.1772,58,1.0,0.4901,False,False
prerequisite,st3_concept_progression,0.1071,0.4236,58,1.0,0.7465,False,False
prerequisite,st3_cross_lecture_reinforcement,0.3435,0.0083,58,1.0,0.121,False,False
prerequisite,st3_curriculum_coherence,0.1816,0.1725,58,1.0,0.4891,False,False
prerequisite,st3_integration_synthesis,0.3658,0.0047,58,1.0,0.0859,False,False
prerequisite,st3_prerequisite_self_containment,0.2757,0.0362,58,1.0,0.2608,False,False
prerequisite,st3_terminology_consistency,-0.0685,0.6094,58,1.0,0.8772,False,False
prerequisite,rmp_would_take_again,-0.2695,0.0558,51,1.0,0.2984,False,False
progression,Lecturer,-0.0981,0.4637,58,1.0,0.7812,False,False
progression,Course,0.0169,0.9,58,1.0,0.9754,False,False
progression,Materials,-0.0709,0.597,58,1.0,0.8772,False,False
progression,Support,0.0156,0.9076,58,1.0,0.9784,False,False
progression,Grading,-0.0646,0.63,58,1.0,0.8772,False,False
progression,ccr_star_rating,-0.26,0.0487,58,1.0,0.284,False,False
progression,ccr_num_reviews,-0.2661,0.0435,58,1.0,0.2694,False,False
progression,ccr_student_satisfaction,-0.2643,0.045,58,1.0,0.2697,False,False
progression,ccr_challenge_level,0.391,0.0024,58,0.9577,0.0555,False,False
progression,ccr_time_investment,0.2466,0.062,58,1.0,0.313,False,False
progression,ccr_attendance_importance,-0.0242,0.8571,58,1.0,0.9702,False,False
progression,ccr_recommendation_rate,-0.054,0.6874,58,1.0,0.8945,False,False
progression,ccr_grade_accessibility,-0.2705,0.04,58,1.0,0.2671,False,False
progression,rmp_avg_rating,-0.0048,0.9714,58,1.0,0.9949,False,False
progression,rmp_avg_difficulty,0.1954,0.1417,58,1.0,0.4477,False,False
progression,rmp_num_ratings,0.2001,0.1321,58,1.0,0.4449,False,False
progression,asp_conceptual_clarity,0.0655,0.625,58,1.0,0.8772,False,False
progression,asp_organization_flow,0.0335,0.8029,58,1.0,0.9417,False,False
progression,asp_learning_materials_quality,0.0661,0.6218,58,1.0,0.8772,False,False
progression,asp_cognitive_load,0.019,0.8873,58,1.0,0.9744,False,False
progression,asp_assessment_alignment,-0.0058,0.9654,58,1.0,0.9949,False,False
progression,rev_slides_sufficiency,0.1956,0.1412,58,1.0,0.4477,False,False
progression,rev_textbook_dependence,-0.1093,0.4142,58,1.0,0.7465,False,False
progression,rev_external_resources,-0.1844,0.1659,58,1.0,0.4772,False,False
progression,rev_prerequisite_struggle,-0.0171,0.8988,58,1.0,0.9754,False,False
progression,rev_pace_pressure,0.1136,0.3957,58,1.0,0.7346,False,False
progression,rev_cumulative_review,0.1166,0.3835,58,1.0,0.7245,False,False
progression,rev_exam_lecture_alignment,0.0858,0.5218,58,1.0,0.8318,False,False
progression,rev_attendance_expectation,-0.16,0.2303,58,1.0,0.5607,False,False
progression,sum_conceptual_clarity,0.2591,0.0496,58,1.0,0.285,False,False
progression,sum_visual_grounding,0.2119,0.1103,58,1.0,0.4155,False,False
progression,sum_example_support,0.2285,0.0845,58,1.0,0.3762,False,False
progression,sum_organization_flow,0.1785,0.1799,58,1.0,0.4901,False,False
progression,sum_concept_reinforcement,0.0745,0.5781,58,1.0,0.8743,False,False
progression,sum_motivation_relevance,0.1961,0.1401,58,1.0,0.4477,False,False
progression,sum_instructional_visual_richness,0.2202,0.0968,58,1.0,0.4002,False,False
progression,sum_cognitive_load_management,0.1191,0.3733,58,1.0,0.7237,False,False
progression,sum_self_containment,0.2415,0.0678,58,1.0,0.3342,False,False
progression,st3_complexity_pacing,0.2171,0.1017,58,1.0,0.4047,False,False
progression,st3_concept_progression,0.3309,0.0112,58,1.0,0.1317,False,False
progression,st3_cross_lecture_reinforcement,0.0834,0.5338,58,1.0,0.8394,False,False
progression,st3_curriculum_coherence,0.2829,0.0314,58,1.0,0.2454,False,False
progression,st3_integration_synthesis,-0.0151,0.9107,58,1.0,0.9784,False,False
progression,st3_prerequisite_self_containment,0.125,0.3497,58,1.0,0.7135,False,False
progression,st3_terminology_consistency,-0.0569,0.6712,58,1.0,0.8945,False,False
progression,rmp_would_take_again,0.0839,0.5582,51,1.0,0.8623,False,False
long_term_recall,Lecturer,-0.0912,0.496,58,1.0,0.8064,False,False
long_term_recall,Course,-0.0943,0.4814,58,1.0,0.7941,False,False
long_term_recall,Materials,-0.2343,0.0767,58,1.0,0.3529,False,False
long_term_recall,Support,0.0353,0.7925,58,1.0,0.94,False,False
long_term_recall,Grading,-0.042,0.754,58,1.0,0.9236,False,False
long_term_recall,ccr_star_rating,-0.2514,0.0569,58,1.0,0.2984,False,False
long_term_recall,ccr_num_reviews,0.2483,0.0602,58,1.0,0.3079,False,False
long_term_recall,ccr_student_satisfaction,-0.2556,0.0528,58,1.0,0.2913,False,False
long_term_recall,ccr_challenge_level,0.2749,0.0367,58,1.0,0.2608,False,False
long_term_recall,ccr_time_investment,0.3287,0.0118,58,1.0,0.1317,False,False
long_term_recall,ccr_attendance_importance,-0.0571,0.6704,58,1.0,0.8945,False,False
long_term_recall,ccr_recommendation_rate,0.1071,0.4236,58,1.0,0.7465,False,False
long_term_recall,ccr_grade_accessibility,-0.1474,0.2694,58,1.0,0.6064,False,False
long_term_recall,rmp_avg_rating,-0.1622,0.2237,58,1.0,0.5531,False,False
long_term_recall,rmp_avg_difficulty,0.1559,0.2426,58,1.0,0.5807,False,False
long_term_recall,rmp_num_ratings,0.1424,0.2862,58,1.0,0.6335,False,False
long_term_recall,asp_conceptual_clarity,-0.1055,0.4305,58,1.0,0.752,False,False
long_term_recall,asp_organization_flow,-0.2306,0.0815,58,1.0,0.3709,False,False
long_term_recall,asp_learning_materials_quality,-0.2776,0.0349,58,1.0,0.258,False,False
long_term_recall,asp_cognitive_load,-0.0026,0.9846,58,1.0,0.9967,False,False
long_term_recall,asp_assessment_alignment,-0.2192,0.0982,58,1.0,0.4002,False,False
long_term_recall,rev_slides_sufficiency,-0.1199,0.3701,58,1.0,0.7237,False,False
long_term_recall,rev_textbook_dependence,-0.0082,0.9515,58,1.0,0.9873,False,False
long_term_recall,rev_external_resources,0.1847,0.1651,58,1.0,0.4772,False,False
long_term_recall,rev_prerequisite_struggle,0.1236,0.3553,58,1.0,0.7135,False,False
long_term_recall,rev_pace_pressure,0.0259,0.8471,58,1.0,0.9702,False,False
long_term_recall,rev_cumulative_review,0.1842,0.1663,58,1.0,0.4772,False,False
long_term_recall,rev_exam_lecture_alignment,-0.1993,0.1336,58,1.0,0.4449,False,False
long_term_recall,rev_attendance_expectation,-0.0394,0.7691,58,1.0,0.9256,False,False
long_term_recall,sum_conceptual_clarity,0.4181,0.0011,58,0.4397,0.0376,False,True
long_term_recall,sum_visual_grounding,0.1936,0.1454,58,1.0,0.4517,False,False
long_term_recall,sum_example_support,0.1865,0.1609,58,1.0,0.4758,False,False
long_term_recall,sum_organization_flow,0.0728,0.587,58,1.0,0.8772,False,False
long_term_recall,sum_concept_reinforcement,0.3524,0.0067,58,1.0,0.1028,False,False
long_term_recall,sum_motivation_relevance,0.1579,0.2364,58,1.0,0.5723,False,False
long_term_recall,sum_instructional_visual_richness,0.1474,0.2695,58,1.0,0.6064,False,False
long_term_recall,sum_cognitive_load_management,-0.2255,0.0887,58,1.0,0.3827,False,False
long_term_recall,sum_self_containment,0.2814,0.0324,58,1.0,0.2482,False,False
long_term_recall,st3_complexity_pacing,0.1303,0.3297,58,1.0,0.6928,False,False
long_term_recall,st3_concept_progression,0.0827,0.5373,58,1.0,0.8394,False,False
long_term_recall,st3_cross_lecture_reinforcement,0.0816,0.5424,58,1.0,0.8443,False,False
long_term_recall,st3_curriculum_coherence,0.0707,0.5979,58,1.0,0.8772,False,False
long_term_recall,st3_integration_synthesis,0.0829,0.5364,58,1.0,0.8394,False,False
long_term_recall,st3_prerequisite_self_containment,0.0714,0.5944,58,1.0,0.8772,False,False
long_term_recall,st3_terminology_consistency,-0.1369,0.3056,58,1.0,0.6624,False,False
long_term_recall,rmp_would_take_again,0.046,0.7483,51,1.0,0.9236,False,False
U,Lecturer,-0.2138,0.1071,58,1.0,0.4155,False,False
U,Course,-0.2343,0.0767,58,1.0,0.3529,False,False
U,Materials,-0.1932,0.1462,58,1.0,0.4517,False,False
U,Support,-0.223,0.0925,58,1.0,0.3907,False,False
U,Grading,-0.266,0.0436,58,1.0,0.2694,False,False
U,ccr_star_rating,-0.2713,0.0394,58,1.0,0.2671,False,False
U,ccr_num_reviews,-0.1162,0.385,58,1.0,0.7245,False,False
U,ccr_student_satisfaction,-0.2663,0.0434,58,1.0,0.2694,False,False
U,ccr_challenge_level,0.2528,0.0555,58,1.0,0.2984,False,False
U,ccr_time_investment,0.3254,0.0127,58,1.0,0.1383,False,False
U,ccr_attendance_importance,-0.0228,0.8652,58,1.0,0.9702,False,False
U,ccr_recommendation_rate,-0.0552,0.6804,58,1.0,0.8945,False,False
U,ccr_grade_accessibility,-0.0737,0.5826,58,1.0,0.8743,False,False
U,rmp_avg_rating,-0.2287,0.0843,58,1.0,0.3762,False,False
U,rmp_avg_difficulty,0.2954,0.0244,58,1.0,0.2058,False,False
U,rmp_num_ratings,0.0195,0.8842,58,1.0,0.9744,False,False
U,asp_conceptual_clarity,-0.1675,0.209,58,1.0,0.5307,False,False
U,asp_organization_flow,-0.0405,0.7627,58,1.0,0.9256,False,False
U,asp_learning_materials_quality,-0.0017,0.9902,58,1.0,0.9972,False,False
U,asp_cognitive_load,-0.2007,0.1309,58,1.0,0.4449,False,False
U,asp_assessment_alignment,-0.2159,0.1036,58,1.0,0.4084,False,False
U,rev_slides_sufficiency,0.0007,0.9961,58,1.0,0.9978,False,False
U,rev_textbook_dependence,-0.0077,0.9544,58,1.0,0.9878,False,False
U,rev_external_resources,0.2009,0.1305,58,1.0,0.4449,False,False
U,rev_prerequisite_struggle,0.0489,0.7152,58,1.0,0.8972,False,False
U,rev_pace_pressure,0.1239,0.3542,58,1.0,0.7135,False,False
U,rev_cumulative_review,-0.0992,0.4587,58,1.0,0.7812,False,False
U,rev_exam_lecture_alignment,-0.2499,0.0585,58,1.0,0.3029,False,False
U,rev_attendance_expectation,0.0967,0.4703,58,1.0,0.7819,False,False
U,sum_conceptual_clarity,0.0702,0.6005,58,1.0,0.8772,False,False
U,sum_visual_grounding,0.1963,0.1398,58,1.0,0.4477,False,False
U,sum_example_support,0.14,0.2945,58,1.0,0.645,False,False
U,sum_organization_flow,-0.0724,0.5892,58,1.0,0.8772,False,False
U,sum_concept_reinforcement,0.4027,0.0017,58,0.6935,0.0483,False,True
U,sum_motivation_relevance,0.5309,0.0,58,0.0074,0.0011,True,True
U,sum_instructional_visual_richness,0.6023,0.0,58,0.0002,0.0001,True,True
U,sum_cognitive_load_management,-0.2926,0.0258,58,1.0,0.2138,False,False
U,sum_self_containment,-0.0984,0.4622,58,1.0,0.7812,False,False
U,st3_complexity_pacing,-0.0104,0.9383,58,1.0,0.9813,False,False
U,st3_concept_progression,0.0248,0.8531,58,1.0,0.9702,False,False
U,st3_cross_lecture_reinforcement,0.3381,0.0094,58,1.0,0.126,False,False
U,st3_curriculum_coherence,0.0221,0.8694,58,1.0,0.9702,False,False
U,st3_integration_synthesis,0.0952,0.4774,58,1.0,0.7905,False,False
U,st3_prerequisite_self_containment,-0.0186,0.89,58,1.0,0.9748,False,False
U,st3_terminology_consistency,-0.0402,0.7647,58,1.0,0.9256,False,False
U,rmp_would_take_again,0.004,0.9776,51,1.0,0.9949,False,False
Total,Lecturer,-0.2378,0.0723,58,1.0,0.3402,False,False
Total,Course,-0.27,0.0404,58,1.0,0.2671,False,False
Total,Materials,-0.1708,0.2,58,1.0,0.5207,False,False
Total,Support,-0.2445,0.0644,58,1.0,0.3212,False,False
Total,Grading,-0.2688,0.0413,58,1.0,0.2671,False,False
Total,ccr_star_rating,-0.3297,0.0115,58,1.0,0.1317,False,False
Total,ccr_num_reviews,-0.0228,0.8651,58,1.0,0.9702,False,False
Total,ccr_student_satisfaction,-0.3234,0.0133,58,1.0,0.1408,False,False
Total,ccr_challenge_level,0.2784,0.0344,58,1.0,0.258,False,False
Total,ccr_time_investment,0.3842,0.0029,58,1.0,0.0602,False,False
Total,ccr_attendance_importance,-0.0809,0.5459,58,1.0,0.8465,False,False
Total,ccr_recommendation_rate,-0.1125,0.4003,58,1.0,0.7372,False,False
Total,ccr_grade_accessibility,-0.1496,0.2624,58,1.0,0.6035,False,False
Total,rmp_avg_rating,-0.252,0.0563,58,1.0,0.2984,False,False
Total,rmp_avg_difficulty,0.2852,0.03,58,1.0,0.2389,False,False
Total,rmp_num_ratings,0.0309,0.8177,58,1.0,0.9542,False,False
Total,asp_conceptual_clarity,-0.1728,0.1946,58,1.0,0.5151,False,False
Total,asp_organization_flow,-0.05,0.7091,58,1.0,0.8949,False,False
Total,asp_learning_materials_quality,0.0622,0.6426,58,1.0,0.8868,False,False
Total,asp_cognitive_load,-0.2394,0.0703,58,1.0,0.3385,False,False
Total,asp_assessment_alignment,-0.213,0.1085,58,1.0,0.4155,False,False
Total,rev_slides_sufficiency,0.0855,0.5235,58,1.0,0.8318,False,False
Total,rev_textbook_dependence,-0.0518,0.6993,58,1.0,0.8949,False,False
Total,rev_external_resources,0.2002,0.1318,58,1.0,0.4449,False,False
Total,rev_prerequisite_struggle,0.0528,0.6936,58,1.0,0.8945,False,False
Total,rev_pace_pressure,0.1511,0.2575,58,1.0,0.6024,False,False
Total,rev_cumulative_review,-0.0013,0.9924,58,1.0,0.9972,False,False
Total,rev_exam_lecture_alignment,-0.2378,0.0722,58,1.0,0.3402,False,False
Total,rev_attendance_expectation,0.1232,0.3568,58,1.0,0.7135,False,False
Total,sum_conceptual_clarity,0.1682,0.207,58,1.0,0.5307,False,False
Total,sum_visual_grounding,0.3,0.0221,58,1.0,0.2036,False,False
Total,sum_example_support,0.1798,0.1769,58,1.0,0.4901,False,False
Total,sum_organization_flow,0.0516,0.7003,58,1.0,0.8949,False,False
Total,sum_concept_reinforcement,0.4882,0.0001,58,0.0412,0.0052,True,True
Total,sum_motivation_relevance,0.5422,0.0,58,0.0045,0.0008,True,True
Total,sum_instructional_visual_richness,0.5957,0.0,58,0.0003,0.0001,True,True
Total,sum_cognitive_load_management,-0.3022,0.0212,58,1.0,0.2036,False,False
Total,sum_self_containment,0.0004,0.9978,58,1.0,0.9978,False,False
Total,st3_complexity_pacing,-0.0421,0.7537,58,1.0,0.9236,False,False
Total,st3_concept_progression,0.0179,0.8939,58,1.0,0.9754,False,False
Total,st3_cross_lecture_reinforcement,0.3656,0.0048,58,1.0,0.0859,False,False
Total,st3_curriculum_coherence,0.0264,0.8441,58,1.0,0.9702,False,False
Total,st3_integration_synthesis,0.0736,0.5828,58,1.0,0.8743,False,False
Total,st3_prerequisite_self_containment,0.0195,0.8844,58,1.0,0.9744,False,False
Total,st3_terminology_consistency,-0.0373,0.7809,58,1.0,0.9333,False,False
Total,rmp_would_take_again,-0.0206,0.8857,51,1.0,0.9744,False,False
violations,Lecturer,-0.1137,0.3955,58,1.0,0.7346,False,False
violations,Course,-0.1234,0.356,58,1.0,0.7135,False,False
violations,Materials,-0.1415,0.2893,58,1.0,0.637,False,False
violations,Support,-0.1124,0.4007,58,1.0,0.7372,False,False
violations,Grading,-0.1307,0.3281,58,1.0,0.6928,False,False
violations,ccr_star_rating,-0.199,0.1343,58,1.0,0.4449,False,False
violations,ccr_num_reviews,-0.2651,0.0443,58,1.0,0.2697,False,False
violations,ccr_student_satisfaction,-0.2022,0.1279,58,1.0,0.4449,False,False
violations,ccr_challenge_level,0.1994,0.1335,58,1.0,0.4449,False,False
violations,ccr_time_investment,0.2034,0.1257,58,1.0,0.4449,False,False
violations,ccr_attendance_importance,-0.132,0.3234,58,1.0,0.6901,False,False
violations,ccr_recommendation_rate,0.0571,0.6702,58,1.0,0.8945,False,False
violations,ccr_grade_accessibility,-0.014,0.9169,58,1.0,0.9784,False,False
violations,rmp_avg_rating,-0.1256,0.3474,58,1.0,0.7135,False,False
violations,rmp_avg_difficulty,0.1976,0.137,58,1.0,0.4468,False,False
violations,rmp_num_ratings,-0.0715,0.5939,58,1.0,0.8772,False,False
violations,asp_conceptual_clarity,-0.1165,0.3838,58,1.0,0.7245,False,False
violations,asp_organization_flow,-0.0678,0.613,58,1.0,0.8772,False,False
violations,asp_learning_materials_quality,-0.0673,0.6159,58,1.0,0.8772,False,False
violations,asp_cognitive_load,-0.1904,0.1522,58,1.0,0.4549,False,False
violations,asp_assessment_alignment,-0.0969,0.4693,58,1.0,0.7819,False,False
violations,rev_slides_sufficiency,-0.0459,0.732,58,1.0,0.9129,False,False
violations,rev_textbook_dependence,-0.0345,0.797,58,1.0,0.94,False,False
